38/056,"21.403898, 39.895952",Tent
40/056,"21.402923, 39.897105",Tent
42/062,"21.408475, 39.891415",Tent
39/056,"21.407882, 39.892234",Tent
46/062,"21.407528, 39.893312",Tent
43/056,"21.406780, 39.893903",Tent
52/62,"21.405904, 39.895208",Tent
49/056,"21.404901, 39.895663",Tent
1/413,"21.409160, 39.891969",Tent
1/415,"21.409845, 39.892621",Tent
2/406,"21.410594, 39.892727",Tent
2/404,"21.409017, 39.893046",Tent
4/404,"21.408757, 39.893272",Tent
6/404,"21.408317, 39.894023",Tent
8/404,"21.408008, 39.894795",Tent
10/404,"21.407578, 39.895589",Tent
12/404,"21.407149, 39.896319",Tent
49/62,"21.407658, 39.894066",Tent
51/62,"21.407358, 39.894473",Tent
53/62,"21.406939, 39.895010",Tent
55/62,"21.406499, 39.895535",Tent
57/62,"21.406100, 39.895922",Tent
1/404,"21.409486, 39.893036",Tent
6/406,"21.409965, 39.893701",Tent
5/404,"21.409236, 39.893647",Tent
10/406,"21.409596, 39.894484",Tent
9/404,"21.408657, 39.894634",Tent
14/406,"21.409066, 39.895428",Tent
13/404,"21.408327, 39.895332",Tent
18/406,"21.408627, 39.896222",Tent
17/404,"21.407838, 39.896276",Tent
20/406,"21.408287, 39.897059",Tent
22/406,"21.407908, 39.897091",Tent
1/406,"21.410685, 39.893948",Tent
3/406,"21.410085, 39.895053",Tent
5/406,"21.409916, 39.895503",Tent
3/425,"21.410775, 39.895729",Tent
4/425,"21.410665, 39.896587",Tent
2/425,"21.409975, 39.896126",Tent
1/427,"21.409826, 39.896759",Tent
11/406,"21.409076, 39.896973",Tent
13/406,"21.408797, 39.897467",Tent
3/421,"21.409656, 39.897928",Tent
12/408,"21.410727, 39.898194",Tent
59/062,"21.403812, 39.897906",Tent
1/513,"21.404532, 39.897949",Tent
2/508,"21.405690, 39.897927",Tent
4/508,"21.405441, 39.898282",Tent
6/508,"21.405201, 39.898636",Tent
2/510,"21.406739, 39.898024",Tent
4/510,"21.406569, 39.898314",Tent
3/508,"21.406050, 39.898185",Tent
5/508,"21.405890, 39.898518",Tent
8/510,"21.405900, 39.899483",Tent
6/510,"21.406140, 39.899043",Tent
1/510,"21.407089, 39.898239",Tent
2/518,"21.407528, 39.898432",Tent
3/510,"21.406779, 39.898593",Tent
5/510,"21.406509, 39.899151",Tent
7/510,"21.406220, 39.899762",Tent
8/518,"21.406619, 39.900063",Tent
6/518,"21.406979, 39.899387",Tent
4/518,"21.407309, 39.898861",Tent
2/518,"21.407558, 39.898432",Tent
4/513,"21.404542, 39.898603",Tent
6/513,"21.404861, 39.899151",Tent
10/518,"21.406000, 39.900620",Tent
12/518,"21.405820, 39.900856",Tent
14/518,"21.405551, 39.901060",Tent
16/518,"21.405241, 39.901232",Tent
1/518,"21.408077, 39.898684",Tent
3/518,"21.407872, 39.899025",Tent
5/518,"21.407717, 39.899374",Tent
2/520,"21.409172, 39.899101",Tent
4/520,"21.408825, 39.899374",Tent
6/520,"21.408493, 39.899632",Tent
8/520,"21.408176, 39.899898",Tent
7/518,"21.407427, 39.899761",Tent
10/520,"21.407815, 39.900224",Tent
12/520,"21.407392, 39.900543",Tent
14/520,"21.406841, 39.901006",Tent
16/520,"21.406445, 39.901355",Tent
18/520,"21.406177, 39.901734",Tent
20/520,"21.406191, 39.902121",Tent
2/529,"21.406770, 39.903168",Tent
4/529,"21.407130, 39.903441",Tent
2/522,"21.410019, 39.899541",Tent
3/520,"21.409179, 39.899534",Tent
6/522,"21.409186, 39.900376",Tent
7/520,"21.408444, 39.900201",Tent
3/522,"21.410196, 39.900034",Tent
6/524,"21.410076, 39.900930",Tent
7/522,"21.409164, 39.900937",Tent
9/520,"21.408013, 39.900649",Tent
12/522,"21.407950, 39.901415",Tent
13/520,"21.407222, 39.901233",Tent
16/522,"21.407151, 39.902030",Tent
9/522,"21.408606, 39.901461",Tent
12/524,"21.408522, 39.902242",Tent
13/522,"21.407674, 39.902136",Tent
16/524,"21.407540, 39.902887",Tent
1/524,"21.411375, 39.900490",Tent
3/524,"21.410570, 39.901180",Tent
5/524,"21.409857, 39.901924",Tent
7/524,"21.409179, 39.902227",Tent
4/526,"21.409023, 39.903046",Tent
11/524,"21.408253, 39.902948",Tent
8/526,"21.408183, 39.903691",Tent
1/526,"21.409701, 39.903046",Tent
4/528,"21.409595, 39.903797",Tent
5/526,"21.408797, 39.903782",Tent
8/528,"21.408741, 39.904518",Tent
3/504,"21.397047, 39.907936",Tent
2/504,"21.396382, 39.907273",Tent
1/504,"21.397023, 39.906890",Tent
20/502,"21.395491, 39.906775",Tent
18/502,"21.395824, 39.906482",Tent
16/502,"21.396180, 39.906175",Tent
14/502,"21.396429, 39.905856",Tent
12/502,"21.396738, 39.905614",Tent
10/502,"21.396810, 39.905269",Tent
31/502,"21.394956, 39.906367",Tent
29/502,"21.395467, 39.906239",Tent
27/502,"21.395883, 39.905831",Tent
25/502,"21.396192, 39.905359",Tent
23/502,"21.396489, 39.904938",Tent
21/502,"21.396881, 39.904504",Tent
19/502,"21.397285, 39.903994",Tent
17/502,"21.397522, 39.903585",Tent
15/502,"21.397807, 39.903215",Tent
13/502,"21.398021, 39.902807",Tent
8/502,"21.397166, 39.905014",Tent
6/502,"21.397843, 39.904274",Tent
4/502,"21.398366, 39.903649",Tent
5/502,"21.398758, 39.903100",Tent
2/502,"21.399245, 39.902424",Tent
11/502,"21.398508, 39.902514",Tent
9/502,"21.399209, 39.901633",Tent
7/502,"21.399708, 39.901008",Tent
5/502,"21.400231, 39.900510",Tent
3/502,"21.400599, 39.899987",Tent
1/502,"21.401110, 39.899324",Tent
4/506,"21.397171, 39.906232",Tent
2/506,"21.397461, 39.905503",Tent
5/506,"21.397700, 39.906329",Tent
3/506,"21.397940, 39.905374",Tent
1/506,"21.398210, 39.904516",Tent
63/062,"21.398729, 39.904859",Tent
61/062,"21.399079, 39.904333",Tent
2/535,"21.399439, 39.903496",Tent
4/535,"21.399828, 39.903883",Tent
2/521,"21.401506, 39.900224",Tent
4/521,"21.401926, 39.900460",Tent
6/521,"21.402345, 39.900761",Tent
8/521,"21.402765, 39.901136",Tent
1/521,"21.401766, 39.899806",Tent
3/521,"21.402096, 39.899977",Tent
5/521,"21.402375, 39.900203",Tent
7/521,"21.402845, 39.900482",Tent
9/521,"21.403384, 39.900675",Tent
1/519,"21.402415, 39.899098",Tent
63/038,"21.399988, 39.898078",Tent
65/038,"21.399429, 39.898454",Tent
67/038,"21.398909, 39.898776",Tent
69/038,"21.398160, 39.899183",Tent
71/038,"21.397421, 39.899548",Tent
1/714,"21.397770, 39.899902",Tent
3/714,"21.397291, 39.900117",Tent
5/714,"21.396722, 39.900299",Tent
7/714,"21.396172, 39.900535",Tent
9/714,"21.395663, 39.900771",Tent
12/716,"21.398190, 39.900364",Tent
14/716,"21.397651, 39.900567",Tent
16/716,"21.397111, 39.900771",Tent
18/716,"21.396532, 39.901061",Tent
20/716,"21.395962, 39.901297",Tent
3/716,"21.398130, 39.900900",Tent
5/716,"21.397601, 39.901200",Tent
7/716,"21.397141, 39.901447",Tent
71/038,"21.397331, 39.899645",Tent
70/038,"21.396951, 39.899033",Tent
72/038,"21.396602, 39.899248",Tent
4/706,"21.396462, 39.898743",Tent
2/706,"21.397001, 39.898379",Tent
9/716,"21.396582, 39.901630",Tent
11/716,"21.396172, 39.901683",Tent
13/716,"21.395643, 39.901984",Tent
15/716,"21.395133, 39.902263",Tent
8/718,"21.395433, 39.902810",Tent
6/718,"21.395912, 39.902499",Tent
4/718,"21.396332, 39.902177",Tent
35/050,"21.395543, 39.903604",Tent
33/050,"21.396152, 39.903121",Tent
31/050,"21.396771, 39.902552",Tent
7/720,"21.396592, 39.903207",Tent
27/050,"21.398936, 39.900560",Tent
25/050,"21.399935, 39.899519",Tent
29/050,"21.398507, 39.901107",Tent
3/720,"21.397668, 39.901987",Tent
5/720,"21.397228, 39.902470",Tent
4/716,"21.400894, 39.897856",Tent
1/716,"21.401604, 39.896934",Tent
61/038,"21.400435, 39.897685",Tent
59/038,"21.401034, 39.897116",Tent
21/050,"21.402616, 39.896757",Tent
11/714,"21.395157, 39.901009",Tent
13/714,"21.394622, 39.901303",Tent
15/714,"21.394088, 39.901660",Tent
17/714,"21.393755, 39.902234",Tent
19/714,"21.393327, 39.902591",Tent
22/716,"21.395466, 39.901583",Tent
24/716,"21.394872, 39.901877",Tent
26/716,"21.394254, 39.902234",Tent
25/716,"21.392864, 39.903944",Tent
23/716,"21.393232, 39.903280",Tent
21/716,"21.393779, 39.903012",Tent
19/716,"21.394254, 39.902808",Tent
17/716,"21.394694, 39.902540",Tent
10/718,"21.394931, 39.903242",Tent
12/718,"21.394420, 39.903472",Tent
14/718,"21.393957, 39.903625",Tent
16/718,"21.393470, 39.903816",Tent
53/044,"21.392341, 39.902885",Tent
51/044,"21.392662, 39.902502",Tent
49/044,"21.393137, 39.901979",Tent
6/529,"21.407299, 39.903986",Tent
8/529,"21.407998, 39.904586",Tent
10/529,"21.408538, 39.905209",Tent
5/531,"21.407879, 39.905852",Tent
3/531,"21.407539, 39.905058",Tent
1/528,"21.410176, 39.903878",Tent
3/528,"21.409657, 39.904329",Tent
4/547,"21.410376, 39.905187",Tent
2/547,"21.410114, 39.904753",Tent
2/542,"21.410780, 39.904128",Tent
2/530,"21.411789, 39.901041",Tent
4/530,"21.411088, 39.901679",Tent
1/530,"21.412205, 39.901194",Tent
3/530,"21.411362, 39.902240",Tent
6/552,"21.409782, 39.908747",Tent
4/552,"21.410494, 39.908211",Tent
2/552,"21.411195, 39.907816",Tent
2/561,"21.410494, 39.907382",Tent
1/561,"21.410839, 39.906603",Tent
11/552,"21.408582, 39.909819",Tent
9/552,"21.409342, 39.909615",Tent
7/552,"21.410174, 39.909487",Tent
5/552,"21.410851, 39.908926",Tent
3/552,"21.411433, 39.908862",Tent
1/552,"21.411706, 39.908186",Tent
